ProjectOrder,Batch,Slot,QuestionID,Stage,StageName,LogicalTopic,Domain,Module,Subtopic,Difficulty,Question
1983,397,3,Q1684,23,Application Security,Spring Security,Security,Spring Security,Spring Security,D4 Experience,How do you ensure security in your Java application or Spring Boot application?
1984,397,4,Q1685,23,Application Security,Spring Security,Security,Spring Security,Spring Security,D4 Experience,"If you get a new project and are asked to implement security from scratch, how will you do it?"
1985,397,5,Q1686,23,Application Security,Spring Security,Security,Spring Security,Spring Security,D4 Experience,What approach do you take for securing REST endpoints?
1986,398,1,Q1687,23,Application Security,Spring Security,Security,Spring Security,Spring Security,D4 Experience,How are you guys securing REST APIs?
1987,398,2,Q1688,23,Application Security,Spring Security,Security,Spring Security,Spring Security,D4 Experience,"If you don't use JWT, OAuth2 or Bearer Tokens, how are you securing your application?"
1988,398,3,Q1689,23,Application Security,Spring Security,Security,Spring Security,Spring Security,D4 Experience,Have you created an Authorization Token in your project?
1989,398,4,Q1690,23,Application Security,Spring Security,Security,Spring Security,Spring Security,D4 Experience,How is Security implemented in your recent project?
1990,398,5,Q1691,23,Application Security,Spring Security,Security,Spring Security,Spring Security,D4 Experience,Have you used Security Filters in your Spring Boot application?
1991,399,1,Q1692,23,Application Security,Spring Security,Security,Spring Security,Spring Security,D4 Experience,Can you explain the real things you have built on top of Spring Security and how someone should leverage Spring Security?
1992,399,2,Q1693,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",Authentication / System Design,D2 Core,How would you design an Authentication System where the User logs in using only a Contact Number and OTP?
1993,399,3,Q1694,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",JWT,D2 Core,What details are present in a JWT token?
1994,399,4,Q1695,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",JWT,D2 Core,Do you know about JWT?
1995,399,5,Q1696,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",JWT,D2 Core,"What parameters would you encode and decode in a JWT, and on the basis of what parameters?"
1996,400,1,Q1697,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",JWT,D2 Core,How does JWT work in your application?
1997,400,2,Q1698,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",JWT,D2 Core,"A JWT contains Header, Payload and Signature. What exactly is the Signature?"
1998,400,3,Q1699,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",JWT / Authorization,D2 Core,"When we call REST APIs, we pass a Bearer Token. Do you know about the Bearer Token?"
1999,400,4,Q1700,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",JWT / Authorization,D2 Core,"What does the term Bearer mean, and why do we add the Bearer string before the token?"
2000,400,5,Q1501,23,Application Security,"REST, HTTP & API Design",Web & APIs,"REST, HTTP & API Design",REST API / Security,D2 Core,"How would you prevent common vulnerabilities in a REST API, such as SQL injection, CSRF and XSS?"
2001,401,1,Q1701,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",Spring Security / JWT,D2 Core,Do you know what an Authorization Token is?
2002,401,2,Q1702,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",Spring Security / OAuth2 / JWT,D2 Core,What's the difference between OAuth 2 and JWT-based Authentication?
2003,401,3,Q1703,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",Spring Security / JWT,D3 Applied,How would you implement JWT authentication in a Spring Boot application from scratch?
2004,401,4,Q1704,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",Authentication / Spring Security,D4 Experience,Have you worked with any authentication system?
2005,401,5,Q1705,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",JWT,D4 Experience,"When hitting APIs through Postman, do you pass Bearer Tokens?"
2006,402,1,Q1706,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",OAuth2,D4 Experience,Have you implemented OAuth2 in your application?
2007,402,2,Q1707,23,Application Security,"JWT, OAuth2, Authentication & Authorization",Security,"JWT, OAuth2, Authentication & Authorization",OAuth2,D4 Experience,What challenges did you face during its implementation?
2008,402,3,Q1445,24,"Integration, Messaging & Application Events",Spring Integration & Third-Party Integration,Spring Integration,Spring Integration & Third-Party Integration,Spring Integration,D2 Core,Can Spring Boot be integrated with an application or library that itself is not using the Spring Framework?
2009,402,4,Q1446,24,"Integration, Messaging & Application Events",Spring Integration & Third-Party Integration,Spring Integration,Spring Integration & Third-Party Integration,Shared Libraries,D4 Experience,Have you created any common repository or shared library?
2010,402,5,Q1447,24,"Integration, Messaging & Application Events",Spring Integration & Third-Party Integration,Spring Integration,Spring Integration & Third-Party Integration,Third-Party Integration,D4 Experience,Can you discuss your experience with integrating third-party services in any of the projects?
2011,403,1,Q1448,24,"Integration, Messaging & Application Events",Spring Integration & Third-Party Integration,Spring Integration,Spring Integration & Third-Party Integration,Third-Party Integration,D4 Experience,What third-party service do you use?
2012,403,2,Q1719,24,"Integration, Messaging & Application Events","Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",Asynchronous Communication,D1 Foundation,What is asynchronous communication?
2013,403,3,Q1720,24,"Integration, Messaging & Application Events","Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",Kafka,D2 Core,How can we integrate Kafka into a Spring Boot application?
2014,403,4,Q1721,24,"Integration, Messaging & Application Events","Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",Kafka / Dead Letter Topic,D2 Core,"One Kafka message keeps failing and the consumer retries it forever, blocking everything behind it. How would you handle such a message?"
2015,403,5,Q1722,24,"Integration, Messaging & Application Events","Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",Kafka / Transactional Messaging,D2 Core,Your service writes an order to the database and then publishes an event to Kafka. The database commit succeeds but Kafka publishing fails. How would you solve this problem?
2016,404,1,Q1723,24,"Integration, Messaging & Application Events","Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",Asynchronous Messaging,D3 Applied,Can you describe a scenario where we can implement asynchronous messaging?
2017,404,2,Q1724,24,"Integration, Messaging & Application Events","Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",Kafka,D4 Experience,Do you know about Kafka? Is Kafka used in your project?
2018,404,3,Q1725,24,"Integration, Messaging & Application Events","Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",Kafka,D4 Experience,Can you tell me a few Kafka topics that you have implemented or used in your project?
2019,404,4,Q1727,24,"Integration, Messaging & Application Events","Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",Messaging,D4 Experience,Are you using any messaging system?
2020,404,5,Q1728,24,"Integration, Messaging & Application Events","Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",RabbitMQ,D4 Experience,Why did you choose RabbitMQ instead of another Messaging System?
2021,405,1,Q1729,24,"Integration, Messaging & Application Events","Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",RabbitMQ,D4 Experience,Why did you choose RabbitMQ when other Messaging options were available?
2022,405,2,Q1855,24,"Integration, Messaging & Application Events","Notifications, Email & JavaMail",Distributed Systems,"Notifications, Email & JavaMail",Email / System Design,D2 Core,"If your application supports Email Attachments, how would you handle and restrict very large attachments?"
2023,405,3,Q1856,24,"Integration, Messaging & Application Events","Notifications, Email & JavaMail",Distributed Systems,"Notifications, Email & JavaMail",Email Service / System Design,D2 Core,"What Attachment Size Limit should an Email Service enforce, and how would you handle attachments that exceed it?"
2024,405,4,Q1857,24,"Integration, Messaging & Application Events","Notifications, Email & JavaMail",Distributed Systems,"Notifications, Email & JavaMail",System Design / Email,D2 Core,"How would you design an Email-Sending Service Class, including recipients, subject, body, and attachments?"
2025,405,5,Q1858,24,"Integration, Messaging & Application Events","Notifications, Email & JavaMail",Distributed Systems,"Notifications, Email & JavaMail",System Design / Notification Service,D2 Core,How would you architect a Notification Service from scratch?
2026,406,1,Q1859,24,"Integration, Messaging & Application Events","Notifications, Email & JavaMail",Distributed Systems,"Notifications, Email & JavaMail",System Design / Notification Service,D2 Core,"Would you use Queues or direct APIs in a Notification Service, and why?"
2027,406,2,Q1860,24,"Integration, Messaging & Application Events","Notifications, Email & JavaMail",Distributed Systems,"Notifications, Email & JavaMail",Notification System,D3 Applied,How would you implement a notification system where an event in one part of the application needs to update users in real time?
2028,406,3,Q1861,24,"Integration, Messaging & Application Events","Notifications, Email & JavaMail",Distributed Systems,"Notifications, Email & JavaMail",JavaMail,D4 Experience,Have you worked with Java email?
2029,406,4,Q1862,24,"Integration, Messaging & Application Events","Notifications, Email & JavaMail",Distributed Systems,"Notifications, Email & JavaMail",Notification System,D4 Experience,Have you implemented any notification system in a Spring Boot application?
2030,406,5,Q1730,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D1 Foundation,What are the main advantages of using microservice architecture over monolithic architecture?
2031,407,1,Q1731,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Authentication,D1 Foundation,Have you heard about token-based authentication in Microservices architecture?
2032,407,2,Q1732,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Design Patterns,D1 Foundation,What is the Sidecar pattern? Have you heard about the Sidecar pattern?
2033,407,3,Q1733,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Outbox Pattern,D1 Foundation,"What is the Outbox Pattern, and when would you use it in Microservices?"
2034,407,4,Q1734,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Pub-Sub,D1 Foundation,What is the Pub-Sub pattern?
2035,407,5,Q1735,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Monolith / Microservices,D1 Foundation,Have you heard about Amazon Prime shifting from microservice architecture to monolithic architecture?
2036,408,1,Q1736,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Testing / Microservices,D1 Foundation,What is Contract Testing?
2037,408,2,Q1737,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Exception Handling / Microservices,D2 Core,You have a Service that calls three downstream Services and one fails unexpectedly. How would you wrap and send a meaningful Exception to the client?
2038,408,3,Q1738,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,File Handling / Microservices,D2 Core,Your service handles 2 GB or 10 GB file uploads. Would you send those files directly between Microservices?
2039,408,4,Q1739,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,JWT / Microservices,D2 Core,Let's say a JWT token expires midway through a Microservice call chain. How would you handle this scenario?
2040,408,5,Q1740,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Logging / Microservices,D2 Core,You want to create a shared logging configuration across multiple microservices. How would you do it in Spring Boot?
2041,409,1,Q1741,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D2 Core,How would you call one service from another service in a microservice architecture?
2042,409,2,Q1742,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D2 Core,Cannot our microservices communicate directly with APIs?
2043,409,3,Q1743,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D2 Core,When should we choose microservice architecture?
2044,409,4,Q1744,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D2 Core,How do you connect one microservice to another?
2045,409,5,Q1745,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D2 Core,Is microservice architecture the best choice in every case?
2046,410,1,Q1746,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D2 Core,Can you tell me the difference between Synchronous and Asynchronous Communication?
2047,410,2,Q1747,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Architecture,D2 Core,Can you tell me a situation where adopting a microservice architecture might not be ideal?
2048,410,3,Q1748,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Architecture,D2 Core,Tell me real use cases where microservices are best and where we should not use microservices.
2049,410,4,Q1749,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Asynchronous Communication,D2 Core,What about asynchronous communication between microservices?
2050,410,5,Q1750,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / CAP Theorem,D2 Core,Do you know about the CAP Theorem in Microservices?
2051,411,1,Q1751,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Centralized Configuration,D2 Core,"You have 10 Spring Boot microservices, and managing DB URLs, feature flags, and other configurations separately has become painful. How would you handle centralized configuration management?"
2052,411,2,Q1752,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / CompletableFuture,D2 Core,Let's say you need to call three Microservices in parallel and combine their results. How would you design that?
2053,411,3,Q1753,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Database,D2 Core,"In a Microservices architecture, is it better to use one database for all Microservices or a separate database per Microservice?"
2054,411,4,Q1754,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Design Patterns,D2 Core,Can you explain a few microservice design patterns that you are aware of?
2055,411,5,Q1755,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Design Patterns,D2 Core,"In microservices, have you heard about the ACL or Anti-Corruption Layer pattern?"
2056,412,1,Q1756,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Failure Detection,D2 Core,"If one Microservice crashes, how do the other services detect that failure?"
2057,412,2,Q1757,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Failure Handling,D2 Core,"Let's say one of your Microservices is down, but other services depend on it. What should you do or what should happen?"
2058,412,3,Q1758,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Failure Handling,D2 Core,"Order, Inventory, and Payment all succeed, but the Notification Service fails at the end. What would you do in this situation?"
2059,412,4,Q1759,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Fault Isolation,D2 Core,"In an e-commerce system, the Payment Service is down. How would you design the system so that other Services such as Order Service still work smoothly?"
2060,412,5,Q1760,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Idempotency,D2 Core,How do you ensure an Event is not processed twice in the Database?
2061,413,1,Q1761,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Load Balancing,D2 Core,Do you know the difference between Client-Side and Server-Side Load Balancing?
2062,413,2,Q1762,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Performance,D2 Core,"You have two Spring Boot microservices communicating via REST endpoints. One works fine, but one frequently times out under load. How would you handle this situation?"
2063,413,3,Q1763,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Performance,D2 Core,One of your Microservices is responding very slowly and affecting the whole system. How would you diagnose and fix the issue?
2064,413,4,Q1764,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / REST Clients,D2 Core,When should you use Feign Client instead of RestTemplate?
2065,413,5,Q1765,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Scalability,D2 Core,What's the difference between horizontal scaling and vertical scaling in microservices?
2066,414,1,Q1766,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Security,D2 Core,How can you pass tokens securely between Microservices?
2067,414,2,Q1767,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Service Decomposition,D2 Core,"Your team wants to split a Users microservice into Users and Auth, and both currently share the same database. How would you plan the split safely?"
2068,414,3,Q1768,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Shared Libraries,D2 Core,Two Microservices need to share a common DTO. How would you handle its Versioning and Dependency Management?
2069,414,4,Q1769,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / System Design,D2 Core,"How would you design the checkout process for an e-commerce platform, including cart, payment, order, and inventory update, using Spring Boot microservices?"
2070,414,5,Q1770,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Timeout,D2 Core,"Service A calls B and B calls C. A has a 2-second timeout, B has 5 seconds and C has 10 seconds. What is wrong with this timeout setup?"
2071,415,1,Q1771,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices Architecture,D2 Core,When would you use Event-Driven Architecture instead of RESTful communication between Microservices?
2072,415,2,Q1772,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices Migration,D2 Core,"If you were asked to migrate a Monolithic Application to Microservices, what would your initial steps be?"
2073,415,3,Q1773,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices Migration / System Design,D2 Core,Let's say you have a monolithic application with no tests and poor documentation. How would you plan the migration to microservices?
2074,415,4,Q1774,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Monolith / Microservices,D2 Core,"Which is better according to you, monolithic or microservice architecture?"
2075,415,5,Q1775,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Monolith / Microservices,D2 Core,"Which one is better, monolithic or microservices?"
2076,416,1,Q1776,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Monolith / Microservices,D2 Core,"If a small-business client approaches you to start a project, what would you recommend: monolithic or microservices?"
2077,416,2,Q1777,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Monolith / Microservices,D2 Core,"If your Monolithic application is performing well, is it always a good idea to break it into Microservices?"
2078,416,3,Q1778,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Monolith / Scalability,D2 Core,What challenges would we be facing?
2079,416,4,Q1779,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Spring Boot Actuator / Microservices,D2 Core,How would you use Actuator in a microservice architecture for monitoring?
2080,416,5,Q1780,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Spring Security / Microservices,D2 Core,What is the difference between Gateway-Level Authorization and Service-Level Authorization?
2081,417,1,Q1781,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,System Design / Microservices,D2 Core,How would you design the Checkout Process for an e-commerce platform using Spring Boot Microservices?
2082,417,2,Q1782,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D4 Experience,What are the main challenges in designing microservice-based applications?
2083,417,3,Q1783,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D4 Experience,Are you familiar with microservice architecture?
2084,417,4,Q1784,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D4 Experience,How many microservices do you have in your current project?
2085,417,5,Q1785,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D4 Experience,Can you please name those microservices?
2086,418,1,Q1786,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D4 Experience,Have you ever faced any challenges while working on a microservices-based project?
2087,418,2,Q1787,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D4 Experience,Can you tell me the names of the Microservices that you converted from the Monolithic application?
2088,418,3,Q1788,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices,D4 Experience,What challenges did your Team face while developing a Microservices Project from Scratch?
2089,418,4,Q1789,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Asynchronous Communication,D4 Experience,Are you using any asynchronous communication here?
2090,418,5,Q1790,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Database,D4 Experience,What was the actual issue or root cause of why the other microservices' data was not being stored when you were using a single database?
2091,419,1,Q1791,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices / Messaging,D4 Experience,Did you use any asynchronous communication pattern or message broker in your project?
2092,419,2,Q1792,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices Migration,D4 Experience,What challenges are you guys facing while converting this monolithic application to microservices?
2093,419,3,Q1793,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices Migration,D4 Experience,Did you guys migrate to microservices?
2094,419,4,Q1794,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Microservices Migration,D4 Experience,Were you part of converting a Monolithic application to Microservices?
2095,419,5,Q1795,25,Microservices & Distributed Systems,Microservices Fundamentals & Decomposition,Microservices,Microservices Fundamentals & Decomposition,Monolith / Scalability,D5 Advanced/Design,Can we scale a monolithic application alone?
2096,420,1,Q1803,25,Microservices & Distributed Systems,Feign & Inter-Service Communication,Microservices,Feign & Inter-Service Communication,Microservices / Feign Client,D2 Core,"Your Feign client has a 5-second timeout, but the downstream service responds in 6 seconds only on Tuesdays due to a batch job. What's the impact and how would you handle it?"
2097,420,2,Q1726,25,Microservices & Distributed Systems,"Messaging, Kafka, RabbitMQ & Pub-Sub",Integration,"Messaging, Kafka, RabbitMQ & Pub-Sub",Kafka / Asynchronous Communication,D4 Experience,You said Microservices communicate using Kafka. Are those communications asynchronous?
2098,420,3,Q1796,25,Microservices & Distributed Systems,"Service Discovery, Gateway & Configuration",Microservices,"Service Discovery, Gateway & Configuration",API Gateway / High Availability,D2 Core,"What happens if the API Gateway itself fails, and how would you avoid it becoming a Single Point of Failure?"
2099,420,4,Q1797,25,Microservices & Distributed Systems,"Service Discovery, Gateway & Configuration",Microservices,"Service Discovery, Gateway & Configuration",Microservices / API Gateway,D2 Core,"If an API Gateway goes down, how would you identify and resolve the issue?"
2100,420,5,Q1798,25,Microservices & Distributed Systems,"Service Discovery, Gateway & Configuration",Microservices,"Service Discovery, Gateway & Configuration",Microservices / API Gateway,D2 Core,Can you give me an overview of an API Gateway?
2101,421,1,Q1799,25,Microservices & Distributed Systems,"Service Discovery, Gateway & Configuration",Microservices,"Service Discovery, Gateway & Configuration",Service Discovery / Eureka,D2 Core,"Your Service is registered with Eureka, but Clients cannot discover it. What might be missing?"
2102,421,2,Q1800,25,Microservices & Distributed Systems,"Service Discovery, Gateway & Configuration",Microservices,"Service Discovery, Gateway & Configuration",API Gateway,D4 Experience,Which API Gateway are you using?
2103,421,3,Q1801,25,Microservices & Distributed Systems,"Service Discovery, Gateway & Configuration",Microservices,"Service Discovery, Gateway & Configuration",API Gateway,D4 Experience,Are you guys using an API Gateway?
2104,421,4,Q1802,25,Microservices & Distributed Systems,"Service Discovery, Gateway & Configuration",Microservices,"Service Discovery, Gateway & Configuration",Microservices / Service Discovery,D4 Experience,"As you mentioned Eureka and Zuul, can you describe how they increase the efficiency of microservice architecture?"
2105,421,5,Q1804,25,Microservices & Distributed Systems,"Resilience, Circuit Breakers & Rate Limiting",Microservices,"Resilience, Circuit Breakers & Rate Limiting",Microservices / Rate Limiting,D1 Foundation,What is Rate Limiting?
2106,422,1,Q1805,25,Microservices & Distributed Systems,"Resilience, Circuit Breakers & Rate Limiting",Microservices,"Resilience, Circuit Breakers & Rate Limiting",Microservices / Retry,D1 Foundation,What is Retry in Microservices?
2107,422,2,Q1806,25,Microservices & Distributed Systems,"Resilience, Circuit Breakers & Rate Limiting",Microservices,"Resilience, Circuit Breakers & Rate Limiting",Microservices / Circuit Breaker,D2 Core,Explain how you would apply the Circuit Breaker pattern in a Spring Boot service.
2108,422,3,Q1807,25,Microservices & Distributed Systems,"Resilience, Circuit Breakers & Rate Limiting",Microservices,"Resilience, Circuit Breakers & Rate Limiting",Microservices / Circuit Breaker,D2 Core,"You implemented a Circuit Breaker, the main method fails, and then the Fallback method itself also fails. What happens in this situation?"
2109,422,4,Q1808,25,Microservices & Distributed Systems,"Resilience, Circuit Breakers & Rate Limiting",Microservices,"Resilience, Circuit Breakers & Rate Limiting",Microservices / Circuit Breaker,D2 Core,What configuration parameters need to be set before using a Circuit Breaker?
2110,422,5,Q1809,25,Microservices & Distributed Systems,"Resilience, Circuit Breakers & Rate Limiting",Microservices,"Resilience, Circuit Breakers & Rate Limiting",Microservices / Resilience,D2 Core,"There are three services A, B and C chained together. C is slow, so users of A see high latency. What would happen and how would you fix it?"
2111,423,1,Q1810,25,Microservices & Distributed Systems,"Resilience, Circuit Breakers & Rate Limiting",Microservices,"Resilience, Circuit Breakers & Rate Limiting",Microservices / Resilience,D2 Core,"In microservices architecture, what's the difference between fault tolerance and resilience?"
